estimates,type,sample_id
3.048462061201057,beta 1 hat,627
1.9972215151471486,beta 0 hat,626
3.0483267992071306,beta 1 hat,626
1.9972159499897586,beta 0 hat,625
3.0485392697789355,beta 1 hat,625
1.997332155718067,beta 0 hat,624
3.048776248911229,beta 1 hat,624
1.996726025343472,beta 0 hat,623
3.048569674402642,beta 1 hat,623
1.9966041518366135,beta 0 hat,622
3.048529264237778,beta 1 hat,622
1.996646910610187,beta 0 hat,621
3.0482718312273533,beta 1 hat,621
1.9965428440027377,beta 0 hat,620
3.048059193697978,beta 1 hat,620
1.9967477487307674,beta 0 hat,619
3.0476121433170147,beta 1 hat,619
1.9960898931593851,beta 0 hat,618
3.0475357411095367,beta 1 hat,618
1.9965109840844921,beta 0 hat,617
3.0471467155878607,beta 1 hat,617
1.9964192120695825,beta 0 hat,616
3.0472594146370273,beta 1 hat,616
1.996024660818267,beta 0 hat,615
3.047474961026133,beta 1 hat,615
1.9957688286905226,beta 0 hat,614
3.0476379111107215,beta 1 hat,614
1.9958676084988234,beta 0 hat,613
3.0477067545813648,beta 1 hat,613
1.9954988306771588,beta 0 hat,612
3.047407910704936,beta 1 hat,612
1.9951369614477947,beta 0 hat,611
3.0471988020703376,beta 1 hat,611
1.9951482243143517,beta 0 hat,610
3.0470750238604363,beta 1 hat,610
1.9949984547930217,beta 0 hat,609
3.0468950297038297,beta 1 hat,609
1.9947015874010372,beta 0 hat,608
3.0468137928452257,beta 1 hat,608
1.9943006087268582,beta 0 hat,607
3.0471760367036365,beta 1 hat,607
1.9942058598737604,beta 0 hat,606
3.046801113351894,beta 1 hat,606
1.994253074621916,beta 0 hat,605
3.0472367383123635,beta 1 hat,605
1.9945755469632986,beta 0 hat,604
3.0473304679491946,beta 1 hat,604
1.9942230120080566,beta 0 hat,603
3.04706702793513,beta 1 hat,603
1.9939172219703132,beta 0 hat,602
3.047013597183915,beta 1 hat,602
1.9943019328531393,beta 0 hat,601
3.0468802587508286,beta 1 hat,601
1.9936302521158047,beta 0 hat,600
3.0465280645955852,beta 1 hat,600
1.9933689065181068,beta 0 hat,599
3.04650915152752,beta 1 hat,599
1.993409779194601,beta 0 hat,598
3.0468600830758,beta 1 hat,598
1.9935866394472121,beta 0 hat,597
3.046818465292102,beta 1 hat,597
1.9939280285476033,beta 0 hat,596
3.0472962454682997,beta 1 hat,596
1.9945959835368028,beta 0 hat,595
3.0473449086369953,beta 1 hat,595
1.994656268317958,beta 0 hat,594
3.047301075057088,beta 1 hat,594
1.994941210916523,beta 0 hat,593
3.0471606002361784,beta 1 hat,593
1.9953134915192634,beta 0 hat,592
3.0470953304069353,beta 1 hat,592
1.9947473161788167,beta 0 hat,591
3.0475217297454678,beta 1 hat,591
1.99475705963116,beta 0 hat,590
3.0473491757095412,beta 1 hat,590
1.995149807748392,beta 0 hat,589
3.0472644900856425,beta 1 hat,589
1.9947281716749021,beta 0 hat,588
3.047590415733029,beta 1 hat,588
1.9949944830273607,beta 0 hat,587
3.0472083418091254,beta 1 hat,587
1.995336979906311,beta 0 hat,586
3.046920579869007,beta 1 hat,586
1.99564341144833,beta 0 hat,585
3.0471991382280113,beta 1 hat,585
1.9956292235972766,beta 0 hat,584
3.0472002233713638,beta 1 hat,584
1.996445365604618,beta 0 hat,583
3.0474870637209244,beta 1 hat,583
1.9961932001510894,beta 0 hat,582
3.047457786593072,beta 1 hat,582
1.9959864642336373,beta 0 hat,581
3.04751108289148,beta 1 hat,581
1.9954044190226783,beta 0 hat,580
3.0475679154561495,beta 1 hat,580
1.9955454175912661,beta 0 hat,579
3.047570275643102,beta 1 hat,579
1.9955659016446692,beta 0 hat,578
3.04803548556557,beta 1 hat,578
1.9958531107533237,beta 0 hat,577
3.0484423889781045,beta 1 hat,577
1.995459518311842,beta 0 hat,576
3.048568755264182,beta 1 hat,576
1.9956784526525904,beta 0 hat,575
3.0483755476699903,beta 1 hat,575
1.9952949406648444,beta 0 hat,574
3.0482984313403416,beta 1 hat,574
1.9953333818952832,beta 0 hat,573
3.0481162856085033,beta 1 hat,573
1.9947995023607314,beta 0 hat,572
3.04801883035757,beta 1 hat,572
1.9949002670255902,beta 0 hat,571
3.0483823167643336,beta 1 hat,571
1.9946618647068362,beta 0 hat,570
3.048639422509801,beta 1 hat,570
1.9943747136499939,beta 0 hat,569
3.048406667670604,beta 1 hat,569
1.9945758789428667,beta 0 hat,568
3.0485490898162846,beta 1 hat,568
1.9941248309149435,beta 0 hat,567
3.0486633719808736,beta 1 hat,567
1.9939078178384837,beta 0 hat,566
3.0486392710369743,beta 1 hat,566
1.9942797816546962,beta 0 hat,565
3.048766347950549,beta 1 hat,565
1.9943314583538911,beta 0 hat,564
3.048617972583046,beta 1 hat,564
1.9946683432437373,beta 0 hat,563
3.0489797008243364,beta 1 hat,563
1.994675639674075,beta 0 hat,562
3.0489141618362994,beta 1 hat,562
1.9932540878029588,beta 0 hat,561
3.048828191598703,beta 1 hat,561
1.9933526427628445,beta 0 hat,560
3.049604626544475,beta 1 hat,560
1.9930529192348179,beta 0 hat,559
3.04938071032781,beta 1 hat,559
1.9933163897790567,beta 0 hat,558
3.0493250094519193,beta 1 hat,558
1.9934958781648144,beta 0 hat,557
3.0490993708140617,beta 1 hat,557
1.993895535042065,beta 0 hat,556
3.0497176098617405,beta 1 hat,556
1.9938117230699548,beta 0 hat,555
3.049631008857645,beta 1 hat,555
1.9944824306750608,beta 0 hat,554
3.049669903389269,beta 1 hat,554
1.9946561890105112,beta 0 hat,553
3.0492872380508307,beta 1 hat,553
1.9942519461816877,beta 0 hat,552
3.0496997154522005,beta 1 hat,552
1.9940646308917114,beta 0 hat,551
3.049538732578868,beta 1 hat,551
1.9939441622333878,beta 0 hat,550
3.0493872979714003,beta 1 hat,550
1.994422035662929,beta 0 hat,549
3.0496428910881157,beta 1 hat,549
1.994405073673463,beta 0 hat,548
3.0496103498716884,beta 1 hat,548
1.9937013969157824,beta 0 hat,547
3.0502396191961583,beta 1 hat,547
1.9933517290829266,beta 0 hat,546
3.0500570381843315,beta 1 hat,546
1.9929236791136469,beta 0 hat,545
3.0502570104833833,beta 1 hat,545
1.9932411197182553,beta 0 hat,544
3.050545326034675,beta 1 hat,544
1.9929892725609295,beta 0 hat,543
3.0503207074982805,beta 1 hat,543
1.993645604702131,beta 0 hat,542
3.0502909126469584,beta 1 hat,542
1.9941125396992847,beta 0 hat,541
3.0501547823147006,beta 1 hat,541
1.9939255243194662,beta 0 hat,540
3.050801535958937,beta 1 hat,540
1.9944001392397326,beta 0 hat,539
3.0502133222931054,beta 1 hat,539
1.9940965126240064,beta 0 hat,538
3.0503398165199465,beta 1 hat,538
1.9942068365486652,beta 0 hat,537
3.0504444414825893,beta 1 hat,537
1.9935804599776417,beta 0 hat,536
3.0499348910111768,beta 1 hat,536
1.993483720316424,beta 0 hat,535
3.0499768162506453,beta 1 hat,535
1.9923721799749075,beta 0 hat,534
3.0500882385315147,beta 1 hat,534
1.9918769783512489,beta 0 hat,533
3.050014802358401,beta 1 hat,533
1.9922977401139503,beta 0 hat,532
3.049847890774825,beta 1 hat,532
1.9921392032761474,beta 0 hat,531
3.0505980586683545,beta 1 hat,531
1.992676576613977,beta 0 hat,530
3.050452914544052,beta 1 hat,530
1.9927002970452166,beta 0 hat,529
3.0503758345182113,beta 1 hat,529
1.9925023065055136,beta 0 hat,528
3.050339490927147,beta 1 hat,528
1.9919375502697458,beta 0 hat,527
3.0502114936554037,beta 1 hat,527
1.9916029513765316,beta 0 hat,526
3.0501476549904183,beta 1 hat,526
1.9920940854472085,beta 0 hat,525
3.0498580660882406,beta 1 hat,525
1.992379014340325,beta 0 hat,524
3.049746377547869,beta 1 hat,524
1.9924440677273527,beta 0 hat,523
3.0502155177564787,beta 1 hat,523
1.9923241722591534,beta 0 hat,522
3.0508483609315564,beta 1 hat,522
1.9920329499091123,beta 0 hat,521
3.051418179817488,beta 1 hat,521
1.991478075673273,beta 0 hat,520
3.0511098604410622,beta 1 hat,520
1.9906217701991356,beta 0 hat,519
3.0511642323403496,beta 1 hat,519
1.9901455600482691,beta 0 hat,518
3.051146793160861,beta 1 hat,518
1.9909069708234681,beta 0 hat,517
3.051397330103346,beta 1 hat,517
1.9911113335372044,beta 0 hat,516
3.050980534746353,beta 1 hat,516
1.9906986806436122,beta 0 hat,515
3.0510393879449613,beta 1 hat,515
1.9899099441201784,beta 0 hat,514
3.0511396922154157,beta 1 hat,514
1.9898595960382899,beta 0 hat,513
3.0512121531971275,beta 1 hat,513
1.9899793547806088,beta 0 hat,512
3.0513802362856577,beta 1 hat,512
1.9891809173344517,beta 0 hat,511
3.0521248786070747,beta 1 hat,511
1.989127911850662,beta 0 hat,510
3.052432411824436,beta 1 hat,510
1.988749818168386,beta 0 hat,509
3.0521334854152378,beta 1 hat,509
1.989197493366736,beta 0 hat,508
3.05272661167294,beta 1 hat,508
1.9897548507367944,beta 0 hat,507
3.0528380472524366,beta 1 hat,507
1.9898519289991643,beta 0 hat,506
3.0529979064246744,beta 1 hat,506
1.9899580759130373,beta 0 hat,505
3.0536884623282727,beta 1 hat,505
1.9895887387614126,beta 0 hat,504
3.054132978200748,beta 1 hat,504
1.9897589094376902,beta 0 hat,503
3.0544605005816634,beta 1 hat,503
1.9906856429249682,beta 0 hat,502
3.054445988415213,beta 1 hat,502
1.9897240308048711,beta 0 hat,501
3.0543685909245397,beta 1 hat,501
1.9894650200552915,beta 0 hat,500
3.0540350302421224,beta 1 hat,500
1.9889471968936212,beta 0 hat,499
3.053999467354024,beta 1 hat,499
1.9888407098973073,beta 0 hat,498
3.053950447340198,beta 1 hat,498
1.989247764475573,beta 0 hat,497
3.054043443608051,beta 1 hat,497
1.9890632195321636,beta 0 hat,496
3.0544309876854916,beta 1 hat,496
1.9894745237741798,beta 0 hat,495
3.0544400142460013,beta 1 hat,495
1.989805234754325,beta 0 hat,494
3.0540748102336575,beta 1 hat,494
1.989676883994071,beta 0 hat,493
3.0543197714981427,beta 1 hat,493
1.9892908475828626,beta 0 hat,492
3.0544804545553403,beta 1 hat,492
1.9897315667431357,beta 0 hat,491
3.054575406744625,beta 1 hat,491
1.98943306336612,beta 0 hat,490
3.0547929017321254,beta 1 hat,490
1.9898712471176019,beta 0 hat,489
3.054622676687529,beta 1 hat,489
1.990192767780129,beta 0 hat,488
3.0548859849503938,beta 1 hat,488
1.9900037888079911,beta 0 hat,487
3.054710506706378,beta 1 hat,487
1.9896063782916962,beta 0 hat,486
3.0547377244735916,beta 1 hat,486
1.9894719209141907,beta 0 hat,485
3.054829778704076,beta 1 hat,485
1.9897689171151838,beta 0 hat,484
3.0547226800087075,beta 1 hat,484
1.989518086214633,beta 0 hat,483
3.0552065982430157,beta 1 hat,483
1.9890313727061388,beta 0 hat,482
3.0551776836691773,beta 1 hat,482
1.9897997947082848,beta 0 hat,481
3.054810806824988,beta 1 hat,481
1.9889372917146408,beta 0 hat,480
3.054548659791523,beta 1 hat,480
1.9885139497097861,beta 0 hat,479
3.054123107047095,beta 1 hat,479
1.9880686767351232,beta 0 hat,478
3.0543457016384044,beta 1 hat,478
1.9884191162356653,beta 0 hat,477
3.053982171879835,beta 1 hat,477
1.9887074409868524,beta 0 hat,476
3.0543291448597856,beta 1 hat,476
1.9880505432831843,beta 0 hat,475
3.054150993720365,beta 1 hat,475
1.9884413315907372,beta 0 hat,474
3.054250503863538,beta 1 hat,474
1.9883473477564784,beta 0 hat,473
3.053945138843883,beta 1 hat,473
1.9881447504534207,beta 0 hat,472
3.0541654865896106,beta 1 hat,472
1.9882604251270413,beta 0 hat,471
3.05417518895027,beta 1 hat,471
1.9887772516013513,beta 0 hat,470
3.054285279158502,beta 1 hat,470
1.9902850582138987,beta 0 hat,469
3.053578790560383,beta 1 hat,469
1.989575225213909,beta 0 hat,468
3.0540147970537856,beta 1 hat,468
1.9899289845519947,beta 0 hat,467
3.0536100353596285,beta 1 hat,467
1.9898324155752434,beta 0 hat,466
3.0540558797668664,beta 1 hat,466
1.9896633803012678,beta 0 hat,465
3.054351405862739,beta 1 hat,465
1.9889149964941133,beta 0 hat,464
3.054540363013502,beta 1 hat,464
1.9884675885102296,beta 0 hat,463
3.0539915770539627,beta 1 hat,463
1.9885825101935741,beta 0 hat,462
3.0539478426699644,beta 1 hat,462
1.9887085944305483,beta 0 hat,461
3.053748570517724,beta 1 hat,461
1.9888763223884554,beta 0 hat,460
3.0539843585987705,beta 1 hat,460
1.9890834447231147,beta 0 hat,459
3.0533665492834414,beta 1 hat,459
1.9889708370482726,beta 0 hat,458
3.0531300444693876,beta 1 hat,458
1.989224144159394,beta 0 hat,457
3.0529296433772126,beta 1 hat,457
1.9890345605873672,beta 0 hat,456
3.0529668119274276,beta 1 hat,456
1.989016273924147,beta 0 hat,455
3.053116896440678,beta 1 hat,455
1.9896210972936446,beta 0 hat,454
3.0531654795391563,beta 1 hat,454
1.9899392928848745,beta 0 hat,453
3.05377421959523,beta 1 hat,453
1.990486041586694,beta 0 hat,452
3.0538893149262596,beta 1 hat,452
1.990527974746267,beta 0 hat,451
3.05353009255251,beta 1 hat,451
1.9911056875782966,beta 0 hat,450
3.0533011776178536,beta 1 hat,450
1.9910492239775637,beta 0 hat,449
3.0535608264783676,beta 1 hat,449
1.9905085330525734,beta 0 hat,448
3.053319666615564,beta 1 hat,448
1.990398381931019,beta 0 hat,447
3.054817577754553,beta 1 hat,447
1.9902189119198002,beta 0 hat,446
3.054790392964173,beta 1 hat,446
1.9895757257232674,beta 0 hat,445
3.0549379591760344,beta 1 hat,445
1.9905873345687852,beta 0 hat,444
3.0547060240989574,beta 1 hat,444
1.9907104307910448,beta 0 hat,443
3.0550611276329147,beta 1 hat,443
1.9909210812083071,beta 0 hat,442
3.054936078926851,beta 1 hat,442
1.9906657340778047,beta 0 hat,441
3.0549798162365613,beta 1 hat,441
1.9909000342637158,beta 0 hat,440
3.0549899956701188,beta 1 hat,440
1.9912362353181943,beta 0 hat,439
3.054777074924771,beta 1 hat,439
1.9904162813092918,beta 0 hat,438
3.0549432786662676,beta 1 hat,438
1.9912061706080166,beta 0 hat,437
3.0550922199063066,beta 1 hat,437
1.9908765605602792,beta 0 hat,436
3.0544505201846577,beta 1 hat,436
1.9916937258894318,beta 0 hat,435
3.0541080171533723,beta 1 hat,435
1.9914176338727163,beta 0 hat,434
3.054663363493139,beta 1 hat,434
1.9914634738253443,beta 0 hat,433
3.055028169090021,beta 1 hat,433
1.9918322093763496,beta 0 hat,432
3.0553514197136513,beta 1 hat,432
1.9916481440802398,beta 0 hat,431
3.0553757973982374,beta 1 hat,431
1.9922974045596817,beta 0 hat,430
3.0557145272349904,beta 1 hat,430
1.991774916551019,beta 0 hat,429
3.056017597149637,beta 1 hat,429
1.9917752486971196,beta 0 hat,428
3.056261042658266,beta 1 hat,428
1.9914415366471194,beta 0 hat,427
3.0558765511184696,beta 1 hat,427
1.991998899905879,beta 0 hat,426
3.0554042129061334,beta 1 hat,426
1.992130988236734,beta 0 hat,425
3.05567464360114,beta 1 hat,425
1.9918131666890408,beta 0 hat,424
3.0557017300989187,beta 1 hat,424
1.9920929818381876,beta 0 hat,423
3.0556100335328327,beta 1 hat,423
1.992376630662793,beta 0 hat,422
3.0563223701972326,beta 1 hat,422
1.9923199451702267,beta 0 hat,421
3.056095789415648,beta 1 hat,421
1.9919833801138858,beta 0 hat,420
3.056605757690796,beta 1 hat,420
1.991871824622763,beta 0 hat,419
3.056467809976297,beta 1 hat,419
1.991929373132209,beta 0 hat,418
3.0563152455971734,beta 1 hat,418
1.991737003414493,beta 0 hat,417
3.056748525970752,beta 1 hat,417
1.991574238265624,beta 0 hat,416
3.0562925883863366,beta 1 hat,416
1.9907672397619063,beta 0 hat,415
3.055734093166188,beta 1 hat,415
1.9908921548964005,beta 0 hat,414
3.0553889735773527,beta 1 hat,414
1.991147658103394,beta 0 hat,413
3.0551102953068505,beta 1 hat,413
1.9912463572748693,beta 0 hat,412
3.0555844917012873,beta 1 hat,412
1.9916861948275935,beta 0 hat,411
3.055491994296929,beta 1 hat,411
1.9923002112351014,beta 0 hat,410
3.0551212601852566,beta 1 hat,410
1.9924800610863052,beta 0 hat,409
3.0561200020953594,beta 1 hat,409
1.9918658994630576,beta 0 hat,408
3.0557286378811406,beta 1 hat,408
1.9920696438466903,beta 0 hat,407
3.0547184577632605,beta 1 hat,407
1.9929270560676688,beta 0 hat,406
3.0540901142976633,beta 1 hat,406
1.9930049001924923,beta 0 hat,405
3.054053725678832,beta 1 hat,405
1.993795288534002,beta 0 hat,404
3.0546215930811953,beta 1 hat,404
1.9929582786155728,beta 0 hat,403
3.054246984460942,beta 1 hat,403
1.9929309978847787,beta 0 hat,402
3.0541493406484017,beta 1 hat,402
1.9937463706969094,beta 0 hat,401
3.0545246380662943,beta 1 hat,401
1.9938290376894754,beta 0 hat,400
3.0545244216317213,beta 1 hat,400
1.9935139918764806,beta 0 hat,399
3.05375287941405,beta 1 hat,399
1.9927042153037648,beta 0 hat,398
3.05405356895259,beta 1 hat,398
1.993584825714939,beta 0 hat,397
3.0539232034954136,beta 1 hat,397
1.993762671279278,beta 0 hat,396
3.0542180032747455,beta 1 hat,396
1.9942664651009352,beta 0 hat,395
3.0537670199454743,beta 1 hat,395
1.9947255195570968,beta 0 hat,394
3.0539743909460078,beta 1 hat,394
1.9942502315257582,beta 0 hat,393
3.053554345003136,beta 1 hat,393
1.9933682264549235,beta 0 hat,392
3.053776101104883,beta 1 hat,392
1.9938427096164348,beta 0 hat,391
3.05400012684812,beta 1 hat,391
1.9937054960155243,beta 0 hat,390
3.055303465288525,beta 1 hat,390
1.9942317727438201,beta 0 hat,389
3.0547421734302738,beta 1 hat,389
1.9943300533067307,beta 0 hat,388
3.054124946058311,beta 1 hat,388
1.994450085895402,beta 0 hat,387
3.054378620387247,beta 1 hat,387
1.994727875345608,beta 0 hat,386
3.054111990693202,beta 1 hat,386
1.9944897280215594,beta 0 hat,385
3.0546816632380307,beta 1 hat,385
1.994300595102411,beta 0 hat,384
3.0546533635415885,beta 1 hat,384
1.9945112019500824,beta 0 hat,383
3.0539673844833573,beta 1 hat,383
1.9938483853231248,beta 0 hat,382
3.054263030469232,beta 1 hat,382
1.9943355921570092,beta 0 hat,381
3.0536104112278872,beta 1 hat,381
1.9949446601594705,beta 0 hat,380
3.052935638313839,beta 1 hat,380
1.9957657454145956,beta 0 hat,379
3.0537910870036105,beta 1 hat,379
1.9953876174667908,beta 0 hat,378
3.054343705824785,beta 1 hat,378
1.9960650644078741,beta 0 hat,377
3.05418077022177,beta 1 hat,377
1.9964721369282685,beta 0 hat,376
3.0541285012669124,beta 1 hat,376
1.9966748233078415,beta 0 hat,375
3.0537513418079665,beta 1 hat,375
1.9972200863065883,beta 0 hat,374
3.053522269208825,beta 1 hat,374
1.9974085691582484,beta 0 hat,373
3.053416581206309,beta 1 hat,373
1.9973075343292164,beta 0 hat,372
3.0533685282830576,beta 1 hat,372
1.9985004446817511,beta 0 hat,371
3.053651904498789,beta 1 hat,371
1.9989501391007272,beta 0 hat,370
3.053185560428763,beta 1 hat,370
1.9980403864425849,beta 0 hat,369
3.0531370511396747,beta 1 hat,369
1.9976974901083273,beta 0 hat,368
3.0529983110261587,beta 1 hat,368
1.997384041997962,beta 0 hat,367
3.0531238191288144,beta 1 hat,367
1.9973117978084007,beta 0 hat,366
3.053025815334283,beta 1 hat,366
1.9976455180890595,beta 0 hat,365
3.0533645510009575,beta 1 hat,365
1.9985986702988714,beta 0 hat,364
3.0522910471418827,beta 1 hat,364
1.9986981055544235,beta 0 hat,363
3.0532518093156495,beta 1 hat,363
1.998530611007302,beta 0 hat,362
3.053210740618794,beta 1 hat,362
1.9990910646860045,beta 0 hat,361
3.0535593573822903,beta 1 hat,361
1.9988860007694942,beta 0 hat,360
3.0534597227274083,beta 1 hat,360
1.9991828496501078,beta 0 hat,359
3.054276795013957,beta 1 hat,359
1.999036855877192,beta 0 hat,358
3.054337044085403,beta 1 hat,358
1.9982389373140035,beta 0 hat,357
3.054617422941342,beta 1 hat,357
1.9986238954942814,beta 0 hat,356
3.0548151124529395,beta 1 hat,356
1.9984568391861415,beta 0 hat,355
3.0541785409136377,beta 1 hat,355
1.998246117109283,beta 0 hat,354
3.054548485178901,beta 1 hat,354
1.9978022570473022,beta 0 hat,353
3.0549767194020805,beta 1 hat,353
1.9973160902863418,beta 0 hat,352
3.0544847332235694,beta 1 hat,352
1.9976334763879693,beta 0 hat,351
3.0543953029859634,beta 1 hat,351
1.9981011936633837,beta 0 hat,350
3.054113091325412,beta 1 hat,350
1.9981641328928106,beta 0 hat,349
3.0536722041148123,beta 1 hat,349
1.9983495504650857,beta 0 hat,348
3.053638072959109,beta 1 hat,348
1.9985608813308906,beta 0 hat,347
3.053781319839008,beta 1 hat,347
1.9987811149462837,beta 0 hat,346
3.053652120244209,beta 1 hat,346
1.9992268272453158,beta 0 hat,345
3.05416181099092,beta 1 hat,345
1.9991975603435117,beta 0 hat,344
3.0537678425784005,beta 1 hat,344
1.9987046704581783,beta 0 hat,343
3.05415781898268,beta 1 hat,343
1.998155561881296,beta 0 hat,342
3.054062818927925,beta 1 hat,342
1.9972075467711317,beta 0 hat,341
3.054070828844979,beta 1 hat,341
1.9985359756968009,beta 0 hat,340
3.0547601743776585,beta 1 hat,340
1.9981671293793912,beta 0 hat,339
3.0550205855667314,beta 1 hat,339
1.9982677090642,beta 0 hat,338
3.0559236353797052,beta 1 hat,338
1.9974468735810817,beta 0 hat,337
3.0556020024391675,beta 1 hat,337
1.997498440000123,beta 0 hat,336
3.0549273039348264,beta 1 hat,336
1.9975459280242487,beta 0 hat,335
3.054604496459281,beta 1 hat,335
1.9976646758431538,beta 0 hat,334
3.0540220214632394,beta 1 hat,334
1.9984085627852803,beta 0 hat,333
3.053428782575695,beta 1 hat,333
1.9984044027276058,beta 0 hat,332
3.05341567545338,beta 1 hat,332
1.998227939025973,beta 0 hat,331
3.0532231962367895,beta 1 hat,331
1.9969953277527779,beta 0 hat,330
3.0530776595940794,beta 1 hat,330
1.9970637422034492,beta 0 hat,329
3.054022339879292,beta 1 hat,329
1.9970429808339931,beta 0 hat,328
3.0534154949552907,beta 1 hat,328
1.9968113806565133,beta 0 hat,327
3.053489269942305,beta 1 hat,327
1.9969667445229005,beta 0 hat,326
3.053583427198922,beta 1 hat,326
1.9978410547189185,beta 0 hat,325
3.0538948402785886,beta 1 hat,325
1.9969804570719274,beta 0 hat,324
3.053740532133115,beta 1 hat,324
1.9970929957451562,beta 0 hat,323
3.054408915678666,beta 1 hat,323
1.9967103030840039,beta 0 hat,322
3.0547130826209603,beta 1 hat,322
1.9972283167263483,beta 0 hat,321
3.0550008272799625,beta 1 hat,321
1.9970951753479123,beta 0 hat,320
3.0549620097339267,beta 1 hat,320
1.997977626506084,beta 0 hat,319
3.054859193282555,beta 1 hat,319
1.9969668360655473,beta 0 hat,318
3.054971497777258,beta 1 hat,318
1.9968751271662168,beta 0 hat,317
3.054899331799599,beta 1 hat,317
1.9963078574683233,beta 0 hat,316
3.0548315651955162,beta 1 hat,316
1.9958714631013381,beta 0 hat,315
3.0542211282333596,beta 1 hat,315
1.9961457510031142,beta 0 hat,314
3.0545734937154965,beta 1 hat,314
1.9951950146133313,beta 0 hat,313
3.0549930808739547,beta 1 hat,313
1.994716759625506,beta 0 hat,312
3.0554593547335345,beta 1 hat,312
1.9937861569817217,beta 0 hat,311
3.0558631080900116,beta 1 hat,311
1.9950316036762814,beta 0 hat,310
3.0569643959442736,beta 1 hat,310
1.9951616246718271,beta 0 hat,309
3.0572277123089524,beta 1 hat,309
1.9951404957503756,beta 0 hat,308
3.057171347501208,beta 1 hat,308
1.9947899802241116,beta 0 hat,307
3.0574447903022937,beta 1 hat,307
1.9951104604665928,beta 0 hat,306
3.0573926875037425,beta 1 hat,306
1.9952847840546302,beta 0 hat,305
3.057726439273255,beta 1 hat,305
1.995186517420752,beta 0 hat,304
3.058133588184821,beta 1 hat,304
1.99431795235327,beta 0 hat,303
3.0581641960654746,beta 1 hat,303
1.9942811598750694,beta 0 hat,302
3.058314890319512,beta 1 hat,302
1.994227527524883,beta 0 hat,301
3.058483334400864,beta 1 hat,301
1.9955561506002013,beta 0 hat,300
3.0577453668502903,beta 1 hat,300
1.9950090944918721,beta 0 hat,299
3.0583642262122015,beta 1 hat,299
1.9945095478918209,beta 0 hat,298
3.0588637922380775,beta 1 hat,298
1.995779571866641,beta 0 hat,297
3.0583573586777986,beta 1 hat,297
1.9959447692487517,beta 0 hat,296
3.058500288978719,beta 1 hat,296
1.9961996721651143,beta 0 hat,295
3.0585435162296957,beta 1 hat,295
1.9958227601508856,beta 0 hat,294
3.058675022883076,beta 1 hat,294
1.9963179894702976,beta 0 hat,293
3.0578472776310917,beta 1 hat,293
1.9978734095701258,beta 0 hat,292
3.057655733221936,beta 1 hat,292
1.9965008127367783,beta 0 hat,291
3.057146966539501,beta 1 hat,291
1.9977499898820705,beta 0 hat,290
3.056886354029832,beta 1 hat,290
1.9977664572258695,beta 0 hat,289
3.057771345203421,beta 1 hat,289
1.9985469148519253,beta 0 hat,288
3.0580881049497743,beta 1 hat,288
1.9986643676996199,beta 0 hat,287
3.059568621455198,beta 1 hat,287
1.9981867690833337,beta 0 hat,286
3.0597614418291066,beta 1 hat,286
1.9979621956414342,beta 0 hat,285
3.0594939416383324,beta 1 hat,285
1.9978333027380415,beta 0 hat,284
3.0597942998004,beta 1 hat,284
1.996259651003341,beta 0 hat,283
3.0594514462836213,beta 1 hat,283
1.9961799490769365,beta 0 hat,282
3.0598449276807798,beta 1 hat,282
1.9955657051895985,beta 0 hat,281
3.0592582065033866,beta 1 hat,281
1.9951830267185469,beta 0 hat,280
3.059012887507947,beta 1 hat,280
1.9946224268916335,beta 0 hat,279
3.058510103459356,beta 1 hat,279
1.9951678322485908,beta 0 hat,278
3.058910621002978,beta 1 hat,278
1.9957741957085042,beta 0 hat,277
3.0598622616428637,beta 1 hat,277
1.9962101690398812,beta 0 hat,276
3.0606034122847814,beta 1 hat,276
1.9957651295576373,beta 0 hat,275
3.060381701160422,beta 1 hat,275
1.9951093439212932,beta 0 hat,274
3.0599349131779268,beta 1 hat,274
1.9959471395845665,beta 0 hat,273
3.060291816993518,beta 1 hat,273
1.996329359366438,beta 0 hat,272
3.0601467935075304,beta 1 hat,272
1.9978096766870914,beta 0 hat,271
3.060129927328132,beta 1 hat,271
1.9971283760857628,beta 0 hat,270
3.0595788563244755,beta 1 hat,270
1.9968202253096787,beta 0 hat,269
3.060525610504132,beta 1 hat,269
1.9974185225061418,beta 0 hat,268
3.0601814710094426,beta 1 hat,268
1.9982244173231636,beta 0 hat,267
3.0601450670092767,beta 1 hat,267
1.9981655201861552,beta 0 hat,266
3.0602985120140445,beta 1 hat,266
1.9986058368698718,beta 0 hat,265
3.0597004477841026,beta 1 hat,265
1.999789150343261,beta 0 hat,264
3.059423018008303,beta 1 hat,264
2.000872798344141,beta 0 hat,263
3.059321478862627,beta 1 hat,263
2.0008728717503543,beta 0 hat,262
3.059549966634141,beta 1 hat,262
2.0005482215432835,beta 0 hat,261
3.0591938718253915,beta 1 hat,261
2.000110704880558,beta 0 hat,260
3.0601428194153333,beta 1 hat,260
2.0005187555407513,beta 0 hat,259
3.06062303821183,beta 1 hat,259
2.00028112961332,beta 0 hat,258
3.0604447953982477,beta 1 hat,258
2.000700163571861,beta 0 hat,257
3.0600521104416534,beta 1 hat,257
2.0008149223922893,beta 0 hat,256
3.061124994814235,beta 1 hat,256
2.0016116256567025,beta 0 hat,255
3.06193996041653,beta 1 hat,255
2.002535146624413,beta 0 hat,254
3.0621027027497214,beta 1 hat,254
2.0028110583331444,beta 0 hat,253
